Date,Open,High,Low,Close,Adj Close,Volume
2012-09-24,6394.200195,6395.799805,6320.250000,6364.000000,6364.000000,0
2012-09-25,6354.600098,6396.899902,6344.700195,6367.950195,6367.950195,0
2012-09-26,6343.200195,6369.399902,6316.750000,6348.799805,6348.799805,0
2012-09-27,6343.250000,6356.250000,6262.149902,6285.200195,6285.200195,0
2012-09-28,6313.950195,6364.799805,6304.250000,6313.799805,6313.799805,0
2012-10-01,6327.399902,6449.250000,6327.399902,6435.399902,6435.399902,0
2012-10-03,6435.399902,6477.000000,6395.649902,6422.549805,6422.549805,0
2012-10-04,6418.100098,6428.950195,6374.750000,6399.500000,6399.500000,0
2012-10-05,6403.399902,6411.950195,5660.850098,6292.450195,6292.450195,0
2012-10-08,6298.899902,6324.000000,6192.299805,6207.950195,6207.950195,0
2012-10-09,6237.600098,6290.649902,6205.799805,6274.799805,6274.799805,0
2012-10-10,6226.399902,6263.649902,6216.299805,6225.799805,6225.799805,0
2012-10-11,6221.000000,6336.500000,6199.250000,6268.700195,6268.700195,0
2012-10-12,6027.549805,6175.000000,5981.200195,6106.149902,6106.149902,0
2012-10-15,6089.350098,6132.049805,6049.600098,6060.450195,6060.450195,0
2012-10-16,6083.000000,6115.750000,6035.350098,6050.850098,6050.850098,0
2012-10-17,6093.149902,6102.200195,6019.049805,6045.149902,6045.149902,0
2012-10-18,6043.100098,6098.750000,6020.399902,6088.850098,6088.850098,0
2012-10-19,6077.000000,6104.049805,6049.799805,6067.000000,6067.000000,0
2012-10-22,6096.649902,6137.000000,6087.500000,6112.799805,6112.799805,0
2012-10-23,6090.250000,6100.700195,6053.200195,6063.149902,6063.149902,0
2012-10-25,6063.149902,6073.500000,6033.299805,6051.700195,6051.700195,0
2012-10-29,6024.899902,6059.100098,6003.850098,6032.450195,6032.450195,0
2012-10-30,6016.500000,6082.899902,6016.500000,6066.100098,6066.100098,0
2012-10-31,6053.500000,6095.899902,6053.500000,6087.850098,6087.850098,0
2012-11-01,6085.100098,6109.500000,6076.049805,6101.850098,6101.850098,0
2012-11-02,6134.850098,6197.750000,6131.750000,6163.450195,6163.450195,0
2012-11-05,6163.950195,6176.350098,6127.700195,6144.200195,6144.200195,0
2012-11-06,6144.500000,6187.899902,6128.100098,6139.500000,6139.500000,0
2012-11-07,6144.649902,6210.399902,6136.950195,6192.750000,6192.750000,0
2012-11-08,6138.000000,6166.799805,6120.799805,6163.049805,6163.049805,0
2012-11-09,6147.600098,6148.100098,6099.850098,6110.450195,6110.450195,0
2012-11-11,null,null,null,null,null,null
2012-11-12,6111.000000,6160.850098,6111.000000,6138.649902,6138.649902,0
2012-11-15,6135.200195,6142.299805,5989.299805,6000.500000,6000.500000,0
2012-11-16,6002.500000,6117.000000,5993.399902,6030.500000,6030.500000,0
2012-11-19,6035.250000,6087.799805,5992.649902,6013.850098,6013.850098,0
2012-11-20,6055.549805,6055.549805,5959.200195,5990.850098,5990.850098,0
2012-11-21,6004.049805,6050.799805,6001.399902,6043.600098,6043.600098,0
2012-11-22,6041.899902,6101.350098,6027.149902,6087.950195,6087.950195,0
2012-11-23,6097.500000,6124.950195,6055.950195,6099.100098,6099.100098,0
2012-11-26,6117.700195,6180.350098,6117.700195,6174.450195,6174.450195,0
2012-11-27,6189.250000,6265.299805,6186.350098,6252.299805,6252.299805,0
2012-11-29,6252.299805,6252.299805,6205.549805,6226.600098,6226.600098,0
2012-11-30,6217.750000,6282.350098,6209.799805,6263.250000,6263.250000,0
2012-12-03,6263.450195,6299.700195,6243.450195,6269.850098,6269.850098,0
2012-12-04,6256.600098,6257.350098,6215.600098,6233.850098,6233.850098,0
2012-12-05,6226.350098,6226.350098,6140.500000,6149.450195,6149.450195,0
2012-12-06,6162.299805,6162.299805,6013.299805,6063.700195,6063.700195,0
2012-12-07,6041.350098,6068.200195,5994.600098,6006.250000,6006.250000,0
2012-12-10,6013.799805,6046.450195,5951.500000,5969.450195,5969.450195,0
2012-12-11,5970.600098,6009.299805,5887.450195,5917.600098,5917.600098,0
2012-12-12,5946.049805,5996.299805,5918.549805,5935.950195,5935.950195,0
2012-12-13,5953.549805,5970.049805,5897.450195,5909.500000,5909.500000,0
2012-12-14,5888.899902,5953.149902,5888.899902,5947.750000,5947.750000,0
2012-12-17,5928.149902,5970.649902,5864.049805,5877.200195,5877.200195,0
2012-12-18,5882.850098,5907.850098,5845.549805,5902.200195,5902.200195,0
2012-12-19,5915.649902,5980.950195,5915.649902,5976.250000,5976.250000,0
2012-12-20,5985.000000,6012.299805,5951.250000,5994.950195,5994.950195,0
2012-12-21,5986.200195,6025.149902,5953.799805,5981.299805,5981.299805,0
2012-12-24,6016.850098,6046.149902,6013.899902,6037.250000,6037.250000,0
2012-12-26,6037.100098,6048.250000,6007.399902,6023.600098,6023.600098,0
2012-12-27,6047.049805,6047.049805,5952.750000,5967.649902,5967.649902,0
2012-12-28,5990.500000,6052.250000,5990.500000,6044.250000,6044.250000,0
2012-12-31,6028.200195,6042.649902,6009.100098,6024.950195,6024.950195,0
2013-01-01,null,null,null,null,null,null
2013-01-02,6049.899902,6063.850098,6018.299805,6031.000000,6031.000000,0
2013-01-03,6045.350098,6111.350098,6034.950195,6097.600098,6097.600098,0
2013-01-04,6118.500000,6159.799805,6108.000000,6153.200195,6153.200195,0
2013-01-07,6159.350098,6190.549805,6141.200195,6175.450195,6175.450195,0
